temp_mean,temp_std,temp_rate,vibration_rms,vibration_peak,vibration_kurtosis
3.81258,0.410185,-0.058000185,0.41015437,0.4582,4.2810545
3.8043332,0.39730373,-0.19680014,0.40989152,0.4558,4.0233836
3.8336267,0.4771116,0.42559996,0.4037762,0.451,4.1466846
3.8068867,0.4727697,0.3580001,0.40388137,0.451,4.2507305
3.7799666,0.45672998,-0.0644,0.4138065,0.471,4.286297
3.7785134,0.4623307,0.79160005,0.42061606,0.48139998,3.7109609
3.81502,0.4630195,-0.011600113,0.43245584,0.4858,4.375353
3.8692868,0.46456397,0.07479992,0.43264607,0.4858,4.506223
3.8976333,0.4580902,-0.061199762,0.42584017,0.4858,3.9413693
3.9092867,0.44063047,0.23040009,0.40187624,0.4666,4.1657686
3.8551667,0.43560544,-0.4616002,0.39762232,0.4622,4.666426
3.7716467,0.44659394,-0.29440004,0.41308147,0.4766,3.2706769
3.7786133,0.42142147,0.14560013,0.42128766,0.4766,3.6411123
3.8104932,0.42550316,-0.010000134,0.415821,0.4616,4.8509088
3.8643134,0.4697946,0.012399959,0.40518346,0.4602,3.6892412
3.8605132,0.4725122,0.12919998,0.42076623,0.4832,4.127937
3.8371933,0.42648134,-0.023999881,0.42094603,0.4832,3.604618
3.8754,0.4294583,-0.1316001,0.4224407,0.4832,3.8349233
3.8407266,0.44377494,0.10640001,0.40265304,0.46379998,3.722561
3.8486733,0.4155279,-0.49960002,0.40157378,0.46379998,4.321859
3.8394334,0.45944577,0.14359999,0.38823095,0.4404,4.1393137
3.93628,0.46401688,0.23399992,0.3960381,0.451,4.5846977
3.93828,0.47450453,-0.18240003,0.40439498,0.4578,3.907262
3.8682532,0.43809617,-0.49760008,0.41882125,0.461,4.5936146
3.82272,0.39522573,0.34000006,0.43367592,0.5026,3.5561967
3.8493066,0.4889851,0.30359992,0.4397181,0.5026,3.8181055
3.8692133,0.4319256,-0.16239986,0.42709836,0.4838,4.2514553
3.8671734,0.46281537,0.14040013,0.42426294,0.4836,3.9844146
3.8672333,0.44776183,0.02839985,0.433392,0.4844,4.258682
3.8385732,0.42212495,-0.37800017,0.43392536,0.4844,4.752569
3.8873866,0.42406306,0.31800002,0.42477393,0.4844,4.2929316
3.8736668,0.49347663,0.049999904,0.42307746,0.4772,4.463373
3.8827133,0.44780594,0.3832,0.41959885,0.468,4.0601735
3.8482866,0.4354547,0.31480017,0.43835863,0.4976,4.164451
3.8528733,0.50195336,0.06279983,0.42651933,0.4976,3.288304
3.8467267,0.44528165,-0.21320009,0.41708714,0.4946,4.660904
3.83936,0.41683558,0.4380002,0.40925804,0.4594,3.984413
3.8970401,0.5055747,-0.004400158,0.41299033,0.4594,4.629757
3.8601866,0.4895706,0.10999985,0.42296553,0.4776,4.017397
3.8021,0.38519573,-0.33360004,0.42326567,0.4776,3.8082435
3.8511934,0.5114199,0.19000015,0.42671117,0.4682,4.76264
3.9116733,0.43638754,-0.16639996,0.42521426,0.4682,4.796708
3.9391134,0.43421504,-0.33879995,0.4212906,0.474,5.0855308
3.8893065,0.45531997,0.07680015,0.41236508,0.474,4.3102603
3.84052,0.52836883,-0.17639999,0.41211805,0.463,4.280924
3.8427067,0.4207504,-0.14039993,0.42912826,0.4844,3.9231608
3.8258934,0.43061808,0.11439991,0.42437205,0.4844,3.5938506
3.8516333,0.42194632,-0.25040007,0.42006487,0.4746,4.35588
3.88218,0.44517562,-0.1591998,0.4114654,0.4746,3.3469675
3.8841534,0.47241405,-0.08319998,0.4104501,0.4676,4.4151936
3.90784,0.44131178,0.16280003,0.40753365,0.4556,3.6641133
3.8266,0.47058114,-0.20480013,0.41600996,0.4556,4.488496
3.848,0.45768142,0.07320013,0.41338757,0.4548,4.3737698
3.80914,0.45038792,0.02519989,0.40697703,0.4548,3.7324271
3.85536,0.41531232,0.28599977,0.40941948,0.4664,4.4791284
3.87868,0.4743436,0.08440018,0.41342744,0.4664,3.4568589
3.9123533,0.4735188,-0.10599995,0.41931847,0.4664,4.333402
3.8972466,0.4359408,-0.09640007,0.41423124,0.46920002,4.4564695
3.8314066,0.41081044,-0.02680006,0.42284295,0.46920002,4.110959
3.79892,0.43057626,-0.32440013,0.42983642,0.4958,3.9689798
3.7706933,0.46803033,0.11920013,0.44308993,0.4958,4.25114
3.8060467,0.43072715,-0.1184001,0.44992927,0.504,4.472525
3.86522,0.4498489,0.23360005,0.44137415,0.504,4.0026646
3.8326066,0.45347962,-0.27319995,0.44438046,0.5144,4.034747
3.8316534,0.44044918,-0.20680007,0.43067092,0.5144,2.939055
3.7914467,0.47960308,0.30079994,0.41985214,0.5046,4.56891
3.8691266,0.41054273,0.34679994,0.40285024,0.455,5.0346117
3.9524333,0.48491016,0.3804,0.40393224,0.4424,4.423498
3.9499533,0.50921345,-0.19039993,0.4039159,0.4424,4.457458
3.8267667,0.4632882,-0.5631999,0.408607,0.4564,4.379387
3.76512,0.41385773,-0.36799985,0.41396034,0.4564,4.1231833
3.77986,0.48513415,0.5824,0.4196793,0.46260002,4.0577083
3.8746,0.4479044,-0.047200106,0.4252765,0.4776,4.044875
3.8917933,0.46718657,0.41439992,0.4190985,0.4776,3.811044
3.9094267,0.45024058,-0.11960001,0.41185668,0.4618,4.2612963
3.8762066,0.419336,-0.14319983,0.41481882,0.4822,3.50896
3.8626733,0.45438072,-0.057199955,0.42770255,0.4822,4.5207906
3.8902001,0.45428726,0.038800143,0.42527187,0.477,3.7865489
3.9318533,0.48486626,0.0059999465,0.41626352,0.477,3.5062368
3.9266667,0.45518664,0.036799908,0.4162248,0.4878,4.303031
3.8979466,0.46837294,-0.7195999,0.40983826,0.4878,3.2380872
3.8713534,0.43060446,0.12320004,0.41280136,0.4878,4.693843
3.8236399,0.42558378,0.22279997,0.4136716,0.4858,4.621719
3.8242934,0.4447383,0.16680011,0.4125736,0.4858,3.417272
3.8246999,0.48210862,0.296,0.41518727,0.4858,4.3718233
3.88818,0.4481042,-0.1856,0.3928908,0.444,3.882769
3.85604,0.4642866,0.07360001,0.40815207,0.4772,4.208554
3.8292668,0.42606428,-0.021199798,0.43575856,0.5094,4.2632685
3.8223267,0.4399689,0.46640024,0.44723704,0.5142,3.4956284
3.87526,0.4501187,0.21199998,0.43426192,0.5142,4.0524015
3.8841133,0.4135288,-0.06919994,0.40287578,0.45139998,4.166279
3.88132,0.4333866,-0.33360013,0.4038194,0.4554,4.1402307
3.8197668,0.44667083,0.13920002,0.4167515,0.4816,3.854964
3.8449266,0.44349402,-0.029600048,0.4209879,0.4816,3.8396773
3.8342466,0.4643443,-0.059600066,0.4101907,0.4646,4.531526
3.88086,0.43143693,0.024400044,0.40975875,0.4602,4.340424
3.8549867,0.41393816,-0.29160014,0.4213058,0.4624,4.954214
3.9006934,0.44385186,-0.028399944,0.44372484,0.5182,3.9627717
3.83934,0.49837625,-0.22399998,0.44417343,0.5182,3.486674
3.8266401,0.43364704,0.24680014,0.44314724,0.5024,5.027003
3.80228,0.41663077,0.0048000338,0.429824,0.48979998,3.689466
3.9177866,0.45582923,0.11599998,0.4207555,0.4658,4.764242
3.8614933,0.47170323,-0.42080003,0.41479918,0.454,4.400275
3.8313334,0.42698553,0.13480005,0.42285898,0.473,4.143355
3.76566,0.44146854,-0.02719984,0.42891487,0.4804,3.9667025
3.80898,0.44460636,0.5375999,0.43273968,0.4804,3.8033922
3.7999268,0.46426812,-0.41799992,0.42135948,0.473,3.923718
3.7943733,0.4694089,-0.1828002,0.40962347,0.4644,3.8340244
3.83994,0.4199591,-0.07160006,0.40827614,0.4634,4.31705
3.8812,0.4734618,0.19399996,0.4184271,0.4634,4.2868986
3.9422934,0.46644536,0.79959995,0.4319463,0.47779998,4.6100245
3.88096,0.42822382,0.0263999,0.4460173,0.5326,3.6287293
3.8546667,0.48802474,0.11279993,0.43719414,0.5326,3.476429
3.8095467,0.48800796,0.12200002,0.41675997,0.47280002,5.184864
3.7983334,0.44940373,-0.05,0.43138218,0.5038,3.6791136
3.7936068,0.42557204,-0.18599987,0.4347609,0.5038,3.201907
3.8475533,0.42831913,0.09360008,0.42977476,0.5038,4.621762
3.9100266,0.5014106,-0.0015999794,0.4158863,0.456,4.332942
3.8929667,0.47609374,-0.43439978,0.41568726,0.456,4.3025537
3.8334868,0.42898127,-0.69840014,0.41437343,0.4558,4.4139433
3.79862,0.4259079,0.1644003,0.41037855,0.4558,4.094935
3.78828,0.40689322,0.43120003,0.4188487,0.4774,4.406293
3.8205266,0.48154178,0.065200046,0.4150108,0.4824,3.580267
3.8071532,0.44378456,-0.2407999,0.41631302,0.4824,3.886522
3.7943733,0.42791414,-0.5367999,0.40919095,0.4626,3.8311257
3.7530866,0.43750623,0.040400125,0.42710832,0.4762,4.34656
3.7573333,0.42263746,-0.24720001,0.4344371,0.4846,4.169165
3.7303467,0.4388229,-0.051200103,0.4393757,0.4846,4.238491
3.7821267,0.40773693,-0.039999865,0.436932,0.48,4.4041643
3.7746801,0.44875315,-0.2856,0.43578675,0.4808,4.209922
3.8702533,0.44892666,0.32959995,0.4299798,0.4808,4.230987
3.9099066,0.47194895,0.4536001,0.42533576,0.4988,3.772779
3.91986,0.51164806,-0.47400028,0.42654458,0.4988,4.1508255
3.90652,0.49169806,-0.079200074,0.43326142,0.496,3.7480526
3.92902,0.4758173,0.4419999,0.44207355,0.496,4.0643716
